handle,page_id,year,total_posts,total_likes,total_shares,total_comments
hnutiesmerodina,2168416,2016,711,479005,83859,51541
hnutiesmerodina,2168416,2017,686,288069,74418,43805
hnutiesmerodina,2168416,2018,736,145154,39653,29735
hnutiesmerodina,2168416,2019,906,342059,74511,62189
hnutiesmerodina,2168416,2020,1739,1241710,172145,257431
hnutihlas,9966389,2019,337,12541,1133,4817
hnutihlas,9966389,2020,208,7161,1408,3282
hnutihlas,9966389,2021,7,130,13,23
hnutispd,5558250,2015,506,100306,16596,13887
hnutispd,5558250,2016,552,79535,14286,10286
hnutispd,5558250,2017,592,73405,26279,9382
hnutispd,5558250,2018,767,48588,13058,11014
hnutispd,5558250,2019,2634,128083,42803,54564
hnutispd,5558250,2020,3492,161248,36969,35385
hnutiusvit,12065184,2013,1,2,1,0
hoyre,679737,2012,233,28103,1967,1781
hoyre,679737,2013,310,56895,4493,4086
hoyre,679737,2014,103,48786,1419,3648
hoyre,679737,2015,421,314549,18477,24805
hoyre,679737,2016,562,567629,31573,41117
hoyre,679737,2017,1026,1058385,69478,119933
hoyre,679737,2018,1034,418176,24206,65809
hoyre,679737,2019,1093,498784,32813,147880
hoyre,679737,2020,951,390124,13971,117437
hrast.hr,8375457,2014,13,369,74,48
hrast.hr,8375457,2015,132,11053,905,1849
hrast.hr,8375457,2016,139,29027,3427,1702
hrast.hr,8375457,2017,97,13656,777,1250
hrast.hr,8375457,2018,174,30775,3446,2784
hrast.hr,8375457,2019,141,13114,1299,987
hrast.hr,8375457,2020,99,4589,340,748
hrast.hr,8375457,2021,33,923,78,85
hrsuverenisti,12065157,2019,771,96435,18222,8102
hrsuverenisti,12065157,2020,645,101761,20308,9533
hrsuverenisti,12065157,2021,38,3918,857,564
hrvatska.stranka.prava.hr,11542226,2012,254,652,570,29
hrvatska.stranka.prava.hr,11542226,2013,475,8358,1907,390
hrvatska.stranka.prava.hr,11542226,2014,568,19776,3599,972
hrvatska.stranka.prava.hr,11542226,2015,558,28721,7825,1549
hrvatska.stranka.prava.hr,11542226,2016,568,49462,8187,6337
hrvatska.stranka.prava.hr,11542226,2017,570,61557,10880,5000
hrvatska.stranka.prava.hr,11542226,2018,583,59776,17272,6426
hrvatska.stranka.prava.hr,11542226,2019,585,110932,21062,12438
hrvatska.stranka.prava.hr,11542226,2020,465,79646,16116,10062
hrvatskastrankaumirovljenika,6197956,2013,3,7,0,0
hrvatskastrankaumirovljenika,6197956,2014,56,250,101,49
hrvatskastrankaumirovljenika,6197956,2015,53,195,107,66
hrvatskastrankaumirovljenika,6197956,2016,48,5182,900,368
hrvatskastrankaumirovljenika,6197956,2017,22,214,51,106
hrvatskastrankaumirovljenika,6197956,2018,162,689,258,85
hrvatskastrankaumirovljenika,6197956,2019,148,2274,673,448
hrvatskastrankaumirovljenika,6197956,2020,102,1389,439,371
hrvatskastrankaumirovljenika,6197956,2021,22,410,150,98
hspantestarcevic,11542227,2018,70,1961,313,106
hspantestarcevic,11542227,2019,109,3767,723,154
hspantestarcevic,11542227,2020,3,92,13,11
hss.hrvatska,6345270,2012,26,99,59,4
hss.hrvatska,6345270,2015,332,6049,638,127
hss.hrvatska,6345270,2016,445,19245,1388,934
hss.hrvatska,6345270,2017,298,21096,1539,1240
hss.hrvatska,6345270,2018,461,30499,3141,2800
hss.hrvatska,6345270,2019,535,55446,6572,5805
hss.hrvatska,6345270,2020,609,48446,5372,6237
hss.hrvatska,6345270,2021,284,10161,951,790
idsddi,452651,2009,101,529,1,94
idsddi,452651,2010,614,1212,0,75
idsddi,452651,2011,539,1890,34,135
idsddi,452651,2012,433,2934,242,233
idsddi,452651,2013,318,9195,415,368
idsddi,452651,2014,444,14376,566,418
idsddi,452651,2015,609,35064,2373,1373
idsddi,452651,2016,678,43139,3729,2387
idsddi,452651,2017,619,47835,3882,2864
idsddi,452651,2018,425,22058,2543,2313
idsddi,452651,2019,364,16254,2195,1506
idsddi,452651,2020,373,19912,2646,1518
idsddi,452651,2021,56,4366,428,478
idvitalia,11959569,2014,345,4909,1075,724
idvitalia,11959569,2015,506,2189,1917,374
idvitalia,11959569,2016,509,2497,1445,298
idvitalia,11959569,2017,460,1315,575,230
idvitalia,11959569,2018,126,766,283,637
idvitalia,11959569,2019,51,376,132,223
idvitalia,11959569,2020,37,303,211,150
idvitalia,11959569,2021,1,6,6,6
ilpopolodellaliberta2018,11959570,2013,38,30,2,9
ilpopolodellaliberta2018,11959570,2014,1,0,0,1
ilpopolodellaliberta2018,11959570,2015,4,1,0,1
ilpopolodellaliberta2018,11959570,2017,1,0,0,0
ilpopolodellaliberta2018,11959570,2018,1,2,0,0
iniciativapercatalunyaverds,472610,2010,261,1920,0,132
iniciativapercatalunyaverds,472610,2011,492,4940,607,410
iniciativapercatalunyaverds,472610,2012,478,8589,4769,440
iniciativapercatalunyaverds,472610,2013,511,14975,7525,1068
iniciativapercatalunyaverds,472610,2014,488,29048,9662,2156
iniciativapercatalunyaverds,472610,2015,496,39521,13770,4264
iniciativapercatalunyaverds,472610,2016,454,14799,8734,863
iniciativapercatalunyaverds,472610,2017,399,13931,7556,1409
iniciativapercatalunyaverds,472610,2018,357,8787,5627,479
iniciativapercatalunyaverds,472610,2019,52,2449,1892,99
insieme2018,2818064,2017,10,949,230,132
insieme2018,2818064,2018,195,27831,10223,5265
insieme2018,2818064,2019,6,21,1,2
insieme2018,2818064,2020,20,28,5,8
intervencaodemocratica1987,12045698,2017,136,351,165,7
intervencaodemocratica1987,12045698,2018,3,10,1,0
intervencaodemocratica1987,12045698,2019,479,2176,670,35
intervencaodemocratica1987,12045698,2020,1094,6685,1414,152
intervencaodemocratica1987,12045698,2021,1130,10184,1511,416
isamaaerakond,3055398,2010,16,78,0,13
isamaaerakond,3055398,2011,29,69,2,13
isamaaerakond,3055398,2012,73,320,56,35
isamaaerakond,3055398,2013,150,1654,294,181
isamaaerakond,3055398,2014,441,9756,1183,1241
isamaaerakond,3055398,2015,466,11014,1512,1258
isamaaerakond,3055398,2016,518,9920,1088,1262
isamaaerakond,3055398,2017,465,7860,853,1222
isamaaerakond,3055398,2018,550,16756,2522,2691
isamaaerakond,3055398,2019,694,35032,4533,4074
isamaaerakond,3055398,2020,600,34203,4010,4666
isamaaerakond,3055398,2021,623,51709,5336,8751
isamaaerakond,3055398,2022,209,17104,1508,1723
iseseisvuspartei,6329051,2014,20,261,64,31
iseseisvuspartei,6329051,2015,109,1068,398,100
iseseisvuspartei,6329051,2016,40,743,705,43
iseseisvuspartei,6329051,2017,9,63,22,9
iseseisvuspartei,6329051,2018,3,29,3,3
iseseisvuspartei,6329051,2019,2,16,5,0
istinskipravasi,11542229,2016,167,1072,130,45
istinskipravasi,11542229,2017,154,1026,52,62
istinskipravasi,11542229,2018,74,1305,393,116
istinskipravasi,11542229,2019,11,359,79,22
istinskipravasi,11542229,2020,9,144,15,1
istinskipravasi,11542229,2021,1,5,19,0
italiaincomune,7319828,2015,114,524,181,14
italiaincomune,7319828,2016,48,317,120,8
italiaincomune,7319828,2017,53,635,180,55
italiaincomune,7319828,2018,194,14056,3677,802
italiaincomune,7319828,2019,161,33160,8798,3677
italiaincomune,7319828,2020,30,1626,917,357
izquierda.unida,303504,2009,70,1623,2,406
izquierda.unida,303504,2010,666,19879,7,2989
izquierda.unida,303504,2011,1084,83685,10378,9553
izquierda.unida,303504,2012,867,103668,53746,7434
izquierda.unida,303504,2013,524,143276,72970,7870
izquierda.unida,303504,2014,471,558210,220112,28073
izquierda.unida,303504,2015,841,1442534,804720,62725
izquierda.unida,303504,2016,919,1926595,1404334,116978
izquierda.unida,303504,2017,692,576645,735353,68789
izquierda.unida,303504,2018,686,343551,424527,40846
izquierda.unida,303504,2019,675,361099,322341,57389
izquierda.unida,303504,2020,617,628809,353369,96419
izquierda.unida,303504,2021,363,221625,101858,26296
jadranko.goranski,11959494,2015,127,1819,170,131
jadranko.goranski,11959494,2016,146,3596,524,290
jadranko.goranski,11959494,2017,127,2972,202,100
jadranko.goranski,11959494,2018,97,4086,534,426
jadranko.goranski,11959494,2019,159,9188,1135,1078
jadranko.goranski,11959494,2020,167,12953,1234,1320
jadranko.goranski,11959494,2021,116,4792,308,320
jaunavienotiba.lv,2831358,2012,275,106,17,17
jaunavienotiba.lv,2831358,2013,401,260,79,49
jaunavienotiba.lv,2831358,2014,312,694,202,150
jaunavienotiba.lv,2831358,2015,311,1327,404,368
jaunavienotiba.lv,2831358,2016,433,3403,1126,981
jaunavienotiba.lv,2831358,2017,466,4408,1921,514
jaunavienotiba.lv,2831358,2018,939,30825,13294,8420
jaunavienotiba.lv,2831358,2019,879,31141,4969,1702
jaunavienotiba.lv,2831358,2020,1215,37323,5626,3064
jobbikmagyarorszagertmozgalom,887474,2012,499,127327,34462,8214
jobbikmagyarorszagertmozgalom,887474,2013,762,692465,306649,43300
jobbikmagyarorszagertmozgalom,887474,2014,697,1536995,489697,89621
jobbikmagyarorszagertmozgalom,887474,2015,1182,1566728,467814,165766
jobbikmagyarorszagertmozgalom,887474,2016,1324,783275,192087,97492
jobbikmagyarorszagertmozgalom,887474,2017,1458,979875,244110,155911
jobbikmagyarorszagertmozgalom,887474,2018,1743,1216680,582277,295310
jobbikmagyarorszagertmozgalom,887474,2019,1609,1173932,655091,256220
jobbikmagyarorszagertmozgalom,887474,2020,3526,3569845,1910082,874031
justanotherwordpresspage,924382,2012,93,37689,6865,3039
justanotherwordpresspage,924382,2013,458,178950,26534,10185
justanotherwordpresspage,924382,2014,458,437629,41806,17711
justanotherwordpresspage,924382,2015,226,580991,68782,26140
justanotherwordpresspage,924382,2016,689,1457862,151738,65719
justanotherwordpresspage,924382,2017,1270,2054502,255973,73736
justanotherwordpresspage,924382,2018,1242,1215582,229562,73410
justanotherwordpresspage,924382,2019,1098,1194454,192389,69027
justanotherwordpresspage,924382,2020,904,943315,141660,56815
jxcatalunya,6862470,2017,245,79717,27799,13810
jxcatalunya,6862470,2018,570,63305,22190,3800
jxcatalunya,6862470,2019,3859,362386,106347,38639
jxcatalunya,6862470,2020,4050,465008,107335,40567
kampiedervalsts,2831607,2016,184,8536,3780,708
kampiedervalsts,2831607,2017,135,13282,10043,1969
kampiedervalsts,2831607,2018,396,29601,21983,3887
kampiedervalsts,2831607,2019,319,6508,5089,4298
kampiedervalsts,2831607,2020,315,8995,10095,3372
kanoficialni,10331610,2009,1,2,0,1
kanoficialni,10331610,2014,5,11,1,0
kanoficialni,10331610,2017,130,642,88,110
kanoficialni,10331610,2018,152,908,305,104
kanoficialni,10331610,2019,181,1252,534,143
kanoficialni,10331610,2020,87,1195,546,88
kanoficialni,10331610,2021,15,175,219,32
kdnphu,2914253,2011,591,2308,1,154
kdnphu,2914253,2012,594,2434,10,148
kdnphu,2914253,2013,3,52,22,3
kdnphu,2914253,2014,494,34745,3880,1328
kdnphu,2914253,2015,571,30203,3437,1313
kdnphu,2914253,2016,595,18660,2514,915
kdnphu,2914253,2017,637,48464,8048,3258
kdnphu,2914253,2018,1236,271453,36264,21688
kdnphu,2914253,2019,1334,342307,44627,25068
kdnphu,2914253,2020,1836,952277,106732,55925
kdnphu,2914253,2021,341,160448,22833,19887
kducsl,1432111,2012,249,4673,994,2365
kducsl,1432111,2013,531,36417,8477,14980
kducsl,1432111,2014,571,29517,3917,9083
kducsl,1432111,2015,482,27575,3527,8167
kducsl,1432111,2016,944,60958,8934,22154
kducsl,1432111,2017,862,119121,15520,50377
kducsl,1432111,2018,1013,69825,12403,27823
kducsl,1432111,2019,871,79757,14006,42775
kducsl,1432111,2020,2355,207805,46359,56699
kiescda,1378277,2010,79,63,0,27
kiescda,1378277,2011,117,73,0,18
kiescda,1378277,2012,150,5259,1122,1052
kiescda,1378277,2013,147,6802,1273,1653
kiescda,1378277,2014,206,20531,4612,2627
kiescda,1378277,2015,201,23497,4679,5102
kiescda,1378277,2016,321,47104,9519,16350
kiescda,1378277,2017,341,155339,21780,75260
kiescda,1378277,2018,220,41573,9396,28004
kiescda,1378277,2019,294,50113,6340,31443
kiescda,1378277,2020,259,46447,6104,32687
kiescda,1378277,2021,182,40079,5907,30856
kinimadimokratonsosialiston,12075325,2015,116,26617,4235,2901
kinimadimokratonsosialiston,12075325,2019,4,366,76,5
kinimadimokratonsosialiston,12075325,2020,86,7777,1863,193
kinimadimokratonsosialiston,12075325,2021,10,677,140,27
kinimallagis,7658259,2018,293,26123,4936,1620
kinimallagis,7658259,2019,1495,258565,29017,11775
kinimallagis,7658259,2020,2468,333911,59071,11614
koinwnia,7317456,2014,36,349,60,12
koinwnia,7317456,2015,326,9527,2092,408
koinwnia,7317456,2016,402,6314,1772,122
koinwnia,7317456,2017,674,3978,1314,112
koinwnia,7317456,2018,152,1414,499,52
koinwnia,7317456,2019,196,6451,2551,196
koinwnia,7317456,2020,345,9728,4598,508
kokoomus,639724,2009,4,22,0,6
kokoomus,639724,2010,21,263,0,37
kokoomus,639724,2011,60,2223,91,235
kokoomus,639724,2012,125,8899,1376,1365
kokoomus,639724,2013,213,8540,922,1013
kokoomus,639724,2014,245,16599,1460,1693
kokoomus,639724,2015,546,69402,4288,5640
kokoomus,639724,2016,796,77472,6512,5391
kokoomus,639724,2017,443,97918,5555,8921
kokoomus,639724,2018,383,140164,4580,25420
kokoomus,639724,2019,356,147569,5571,24799
kokoomus,639724,2020,453,140771,5917,19911
kokoomus,639724,2021,96,18497,1435,3101
kommaellinonkinigon,14473605,2014,21,1324,412,32
kommaellinonkinigon,14473605,2015,1,39,18,0
kommaellinonkinigon,14473605,2016,4,194,19,4
kommaellinonkinigon,14473605,2017,2,118,10,2
kommaellinonkinigon,14473605,2018,4,369,37,9
kommaellinonkinigon,14473605,2019,7,586,38,39
kommaellinonkinigon,14473605,2020,4,265,12,30
kommaellinonkinigon,14473605,2021,1,23,6,10
kommunistesch.partei,7001905,2013,43,368,96,20
kommunistesch.partei,7001905,2014,55,477,128,20
kommunistesch.partei,7001905,2015,2,12,3,1
kommunistesch.partei,7001905,2018,17,400,148,17
kommunistesch.partei,7001905,2019,184,4540,1886,201
kommunistesch.partei,7001905,2020,170,4294,2775,254
kommunistesch.partei,7001905,2021,129,2414,819,89
komunistickastranacechamoravy,2181001,2013,416,2620,447,1594
komunistickastranacechamoravy,2181001,2014,597,21365,3620,6218
komunistickastranacechamoravy,2181001,2015,852,32125,5739,7635
komunistickastranacechamoravy,2181001,2016,1072,39266,14216,9910
komunistickastranacechamoravy,2181001,2017,1638,55590,11084,26140
komunistickastranacechamoravy,2181001,2018,1170,75369,18046,41921
komunistickastranacechamoravy,2181001,2019,1205,76512,15679,49393
komunistickastranacechamoravy,2181001,2020,2426,220232,39318,137682
komunistickastranaslovenska,8553432,2013,101,504,172,143
komunistickastranaslovenska,8553432,2014,245,1669,509,339
komunistickastranaslovenska,8553432,2015,394,7461,3487,1816
komunistickastranaslovenska,8553432,2016,434,16082,5037,3677
komunistickastranaslovenska,8553432,2017,430,22143,10592,8321
komunistickastranaslovenska,8553432,2018,427,35658,16698,11559
komunistickastranaslovenska,8553432,2019,436,46067,26566,10378
komunistickastranaslovenska,8553432,2020,150,20415,7855,5924
komunistickastranaslovenska,8553432,2021,95,15004,4434,3582
kongresnowejprawicy,832986,2011,408,40142,4166,10964
kongresnowejprawicy,832986,2012,741,72066,22979,11847
kongresnowejprawicy,832986,2013,871,117144,28120,18839
kongresnowejprawicy,832986,2014,888,475124,60111,45793
kongresnowejprawicy,832986,2015,1293,465338,82298,49055
kongresnowejprawicy,832986,2016,2226,797138,153163,60237
kongresnowejprawicy,832986,2017,1687,369393,81780,43717
kongresnowejprawicy,832986,2018,823,83453,31803,17449
kongresnowejprawicy,832986,2019,67,4235,1561,651
kongresnowejprawicy,832986,2020,288,17575,1977,3785
kongresnowejprawicy,832986,2021,98,5768,1015,1081
konservative,423022,2012,45,1810,60,117
konservative,423022,2013,434,14432,756,1468
konservative,423022,2014,453,34858,2122,3795
konservative,423022,2015,542,154303,18937,23903
konservative,423022,2016,611,141395,18772,25486
konservative,423022,2017,605,175283,8481,31135
konservative,423022,2018,386,76205,4561,23207
konservative,423022,2019,279,115936,6878,25908
konservative,423022,2020,389,266899,27007,47785
konservativie,2831528,2014,90,1181,793,66
konservativie,2831528,2015,27,343,119,2
konservativie,2831528,2016,73,11841,6260,1804
konservativie,2831528,2017,325,58206,25204,11913
konservativie,2831528,2018,523,85833,57344,20311
konservativie,2831528,2019,862,95939,37561,18738
konservativie,2831528,2020,980,107927,41852,32706
korwin1.koszalin,6314500,2016,155,629,159,109
korwin1.koszalin,6314500,2017,92,182,32,15
korwin1.koszalin,6314500,2018,104,232,59,23
korwin1.koszalin,6314500,2019,150,383,125,42
korwin1.koszalin,6314500,2020,222,482,151,48
korwin1.koszalin,6314500,2021,52,114,15,1
kpoe.at,2320796,2011,218,197,6,27
kpoe.at,2320796,2012,339,1382,171,136
kpoe.at,2320796,2013,529,9779,1367,1053
kpoe.at,2320796,2014,272,6363,879,401
kpoe.at,2320796,2015,186,6853,938,483
kpoe.at,2320796,2016,153,4886,1381,771
kpoe.at,2320796,2017,219,9628,1801,1131
kpoe.at,2320796,2018,225,8874,1958,1122
kpoe.at,2320796,2019,325,23396,4611,1992
kpoe.at,2320796,2020,385,24523,6357,2237
kpoe.at,2320796,2021,92,4915,1359,429
krestanskauniaofficial,8819049,2019,221,21502,4027,1830
krestanskauniaofficial,8819049,2020,502,29347,4176,5733
krestanskidemokrati,697869,2012,300,4589,637,2629
krestanskidemokrati,697869,2013,101,1646,269,677
krestanskidemokrati,697869,2014,138,3443,511,635
krestanskidemokrati,697869,2015,189,7041,999,879
krestanskidemokrati,697869,2016,288,15562,4331,2306
krestanskidemokrati,697869,2017,390,14437,4904,2256
krestanskidemokrati,697869,2018,262,10042,2201,1576
krestanskidemokrati,697869,2019,433,20431,3812,3259
krestanskidemokrati,697869,2020,840,83062,15986,13329
kristdemokraterna,358444,2012,301,4203,454,443
kristdemokraterna,358444,2013,102,4329,492,583
kristdemokraterna,358444,2014,127,23017,3606,2294
kristdemokraterna,358444,2015,210,70949,12619,9707
kristdemokraterna,358444,2016,358,67412,20579,8264
kristdemokraterna,358444,2017,486,58590,13615,7459
kristdemokraterna,358444,2018,516,188926,31771,28215
kristdemokraterna,358444,2019,429,239076,29776,28984
kristdemokraterna,358444,2020,517,205370,25683,21684
kristeligfolkeparti,1823353,2012,126,3534,269,310
kristeligfolkeparti,1823353,2013,271,30104,3008,1977
kristeligfolkeparti,1823353,2014,253,29572,2437,2173
kristeligfolkeparti,1823353,2015,318,52579,4859,3789
kristeligfolkeparti,1823353,2016,279,26000,3753,2702
kristeligfolkeparti,1823353,2017,612,75996,12462,11070
kristeligfolkeparti,1823353,2018,258,47110,6324,18923
kristeligfolkeparti,1823353,2019,216,51178,10011,19826
kristeligfolkeparti,1823353,2020,490,120670,14054,28212
kristendemokraternedk,2600735,2012,76,282,50,229
kristendemokraternedk,2600735,2013,176,1013,322,315
kristendemokraternedk,2600735,2014,111,434,119,180
kristendemokraternedk,2600735,2015,393,19368,5416,2957
kristendemokraternedk,2600735,2016,168,2786,1520,429
kristendemokraternedk,2600735,2017,208,5459,2357,651
kristendemokraternedk,2600735,2018,268,6734,5162,998
kristendemokraternedk,2600735,2019,417,31043,6820,3154
kristendemokraternedk,2600735,2020,692,20272,5365,1811
kristillisdemokraatit,639762,2012,124,1108,222,138
kristillisdemokraatit,639762,2013,144,2784,320,345
kristillisdemokraatit,639762,2014,298,9250,688,1004
kristillisdemokraatit,639762,2015,898,43326,2211,3144
kristillisdemokraatit,639762,2016,1147,26843,2532,1735
kristillisdemokraatit,639762,2017,1250,56986,4515,4047
kristillisdemokraatit,639762,2018,1393,85275,7666,8274
kristillisdemokraatit,639762,2019,1198,170230,14907,15268
kristillisdemokraatit,639762,2020,2123,215354,24036,36645
kukiz15,869218,2015,1466,1123333,231579,141410
kukiz15,869218,2016,1896,2088402,928136,160843
kukiz15,869218,2017,2091,2207758,832857,205419
kukiz15,869218,2018,1718,710769,295067,106291
kukiz15,869218,2019,1084,419760,139309,105327
kukiz15,869218,2020,412,117025,35014,33780
kystpartiet,2041501,2014,20,119,24,14
kystpartiet,2041501,2015,182,1444,370,192
kystpartiet,2041501,2016,265,2385,883,387
kystpartiet,2041501,2017,522,4127,2096,536
kystpartiet,2041501,2018,388,7161,3597,1130
kystpartiet,2041501,2019,276,10283,5666,1344
kystpartiet,2041501,2020,239,4088,2302,579
kystpartiet,2041501,2021,99,1019,492,102
labourparty,16965,2012,379,47610,6612,19462
labourparty,16965,2013,172,115075,44084,41351
labourparty,16965,2014,567,458187,300368,315510
labourparty,16965,2015,1191,1710512,877250,499876
labourparty,16965,2016,563,740420,393244,375333
labourparty,16965,2017,1082,2386251,1497625,654158
labourparty,16965,2018,1122,1042847,895887,493386
labourparty,16965,2019,1719,2677809,1599735,1317663
labourparty,16965,2020,1689,2983153,909595,1492323
laburisti,469488,2010,429,4008,0,1589
laburisti,469488,2011,932,15186,1190,3144
laburisti,469488,2012,1090,15063,3248,3630
laburisti,469488,2013,1052,24553,5659,2123
laburisti,469488,2014,685,27190,4616,3346
laburisti,469488,2015,481,15017,2740,1464
laburisti,469488,2016,680,27711,5267,2819
laburisti,469488,2017,268,5126,1029,397
laburisti,469488,2018,128,1517,1092,109
laburisti,469488,2019,261,3927,1862,705
laburisti,469488,2020,286,3838,2471,669
laburisti,469488,2021,16,92,50,9
lafranceinsoumise,1904453,2016,462,108337,145791,13356
lafranceinsoumise,1904453,2017,984,819753,264535,108325
lafranceinsoumise,1904453,2018,596,223311,394695,74799
lafranceinsoumise,1904453,2019,490,293965,467823,90953
lafranceinsoumise,1904453,2020,446,632706,1325000,196436
laikienotitaofficial,11959523,2015,576,19623,7022,619
laikienotitaofficial,11959523,2016,492,15513,5534,295
laikienotitaofficial,11959523,2017,593,15608,3676,381
laikienotitaofficial,11959523,2018,597,18717,4580,707
laikienotitaofficial,11959523,2019,630,27872,5729,828
laikienotitaofficial,11959523,2020,725,33842,4959,1318
laisveirteisingumaspartija,14688949,2020,240,12852,1890,836
laisveirteisingumaspartija,14688949,2021,133,2172,241,145
laisveirteisingumaspartija,14688949,2022,25,289,49,9
lasinistraguengl,7319858,2019,131,32164,23160,3544
lasinistraguengl,7319858,2020,48,391,94,9
latvijasregionuapvieniba,2831387,2014,328,2693,774,190
latvijasregionuapvieniba,2831387,2015,257,4510,1476,329
latvijasregionuapvieniba,2831387,2016,167,2090,2885,230
latvijasregionuapvieniba,2831387,2017,129,2733,2301,512
latvijasregionuapvieniba,2831387,2018,719,17596,12833,2695
latvijasregionuapvieniba,2831387,2019,227,3996,3543,580
latvijasregionuapvieniba,2831387,2020,386,3386,1585,298
lecdh,326606,2012,15,2,0,2
lecdh,326606,2013,167,1210,899,57
lecdh,326606,2014,276,7935,3364,572
lecdh,326606,2015,314,8605,3208,567
lecdh,326606,2016,348,8259,3875,695
lecdh,326606,2017,249,6739,4131,2100
lecdh,326606,2018,315,11232,5254,2666
lecdh,326606,2019,512,38564,14623,6699
lecdh,326606,2020,536,52764,26427,14983
lecdh,326606,2021,143,5894,4126,4101
legadeiticinesi,516764,2012,67,420,63,52
legadeiticinesi,516764,2013,390,4491,417,341
legadeiticinesi,516764,2014,116,4828,305,500
legadeiticinesi,516764,2015,92,10262,704,669
legadeiticinesi,516764,2016,61,5672,551,598
legadeiticinesi,516764,2017,55,5223,269,822
legadeiticinesi,516764,2018,150,22793,1447,4274
legadeiticinesi,516764,2019,107,20690,2140,3919
legadeiticinesi,516764,2020,194,23125,2612,5815
legasalvinipremier,369755,2012,711,8799,6805,1743
legasalvinipremier,369755,2013,2772,114718,57044,17113
legasalvinipremier,369755,2014,4749,2575634,672200,251231
legasalvinipremier,369755,2015,14613,7147947,2049857,794060
legasalvinipremier,369755,2016,21580,5720454,1700359,799196
legasalvinipremier,369755,2017,24922,4344876,1173332,895669
legasalvinipremier,369755,2018,20613,9307957,2250236,1457931
legasalvinipremier,369755,2019,30703,15597002,4985935,4681597
legasalvinipremier,369755,2020,36029,41582738,24078606,16986089
lehetmas,398548,2009,108,217,0,32
lehetmas,398548,2010,755,17145,0,5454
lehetmas,398548,2011,582,30989,3138,7304
lehetmas,398548,2012,881,69884,26350,10766
lehetmas,398548,2013,1512,57821,26639,7355
lehetmas,398548,2014,2461,241270,61606,24411
lehetmas,398548,2015,2680,236767,64885,26176
lehetmas,398548,2016,2483,163362,45815,23593
lehetmas,398548,2017,2394,208694,50433,42570
lehetmas,398548,2018,1941,122879,35169,37184
lehetmas,398548,2019,2248,89070,36170,20151
lehetmas,398548,2020,3236,225650,59201,43504
lehetmas,398548,2021,229,17620,6576,6037
lenk.lu,2824883,2012,90,205,125,14
lenk.lu,2824883,2013,205,1817,515,122
lenk.lu,2824883,2014,132,2661,991,113
lenk.lu,2824883,2015,169,3617,1282,739
lenk.lu,2824883,2016,144,3092,1489,275
lenk.lu,2824883,2017,115,2198,1143,151
lenk.lu,2824883,2018,198,6320,3291,590
lenk.lu,2824883,2019,213,7482,3511,1022
lenk.lu,2824883,2020,478,16069,6612,1287
les.republicains.fr,374898,2012,720,222275,35531,57114
les.republicains.fr,374898,2013,598,151166,29476,29393
les.republicains.fr,374898,2014,516,167175,20374,35362
les.republicains.fr,374898,2015,688,566055,104906,113070
les.republicains.fr,374898,2016,1251,443207,130569,102867
les.republicains.fr,374898,2017,1290,516269,109593,172894
les.republicains.fr,374898,2018,247,85276,56726,46063
les.republicains.fr,374898,2019,474,165274,85099,62234
les.republicains.fr,374898,2020,1279,521226,215390,118640
lescentristesfr,519727,2012,156,530,308,26
lescentristesfr,519727,2013,539,1844,1107,34
lescentristesfr,519727,2014,284,1190,492,17
lescentristesfr,519727,2015,332,2047,659,43
lescentristesfr,519727,2016,502,3875,2401,215
lescentristesfr,519727,2017,357,2216,1141,155
lescentristesfr,519727,2018,249,2905,1500,131
lescentristesfr,519727,2019,398,8215,5288,877
lescentristesfr,519727,2020,395,4271,2594,171
lescentristesfr,519727,2021,98,409,133,15
libdems,41669,2012,148,5275,1301,7551
libdems,41669,2013,300,7827,1637,13680
libdems,41669,2014,250,29698,7019,33152
libdems,41669,2015,297,106062,33201,41403
libdems,41669,2016,410,138859,43391,44555
libdems,41669,2017,779,438289,134452,106511
libdems,41669,2018,1070,180465,70571,58689
libdems,41669,2019,1740,579446,131883,306585
libdems,41669,2020,2700,377040,102248,248163
liberalai,439554,2009,51,344,0,148
liberalai,439554,2010,113,1166,1,588
liberalai,439554,2011,129,2591,28,700
liberalai,439554,2012,144,2826,345,419
liberalai,439554,2013,163,4906,697,546
liberalai,439554,2014,169,26735,1070,1415
liberalai,439554,2015,143,33028,1860,1772
liberalai,439554,2016,430,91227,7131,11249
liberalai,439554,2017,306,43495,3003,5278
liberalai,439554,2018,228,14935,1832,3088
liberalai,439554,2019,222,21715,3291,3938
liberalai,439554,2020,440,58188,6726,13650
liberalai,439554,2021,182,12561,1015,1937
liberalalliance,385465,2010,179,12169,1,4906
liberalalliance,385465,2011,532,50895,793,15182
liberalalliance,385465,2012,275,36593,1820,6276
liberalalliance,385465,2013,166,21917,1175,4035
liberalalliance,385465,2014,77,36782,3339,7664
liberalalliance,385465,2015,529,308752,34106,46376
liberalalliance,385465,2016,419,161128,9204,32820
liberalalliance,385465,2017,319,108862,6172,30851
liberalalliance,385465,2018,168,44511,3257,19160
liberalalliance,385465,2019,262,192043,19795,47773
liberalalliance,385465,2020,200,205369,24795,40469
liberalalliance,385465,2021,34,30140,1809,12666
liberalernas,361421,2012,184,3962,326,423
liberalernas,361421,2013,204,8543,754,1219
liberalernas,361421,2014,548,85702,9415,10115
liberalernas,361421,2015,372,85681,10889,14511
