handle,page_id,year,total_posts,total_likes,total_shares,total_comments
zalounzemniekusavieniba,8089075,2019,296,4600,3280,690
zalounzemniekusavieniba,8089075,2020,400,9137,4341,2278
zalounzemniekusavieniba,8089075,2021,39,600,335,66
zaludisk,8603347,2019,259,48384,4908,9549
zaludisk,8603347,2020,1272,199256,12656,45112
zaludisk,8603347,2021,452,94361,6046,42111
zdruzenalevica,3250119,2014,361,34448,5404,3655
zdruzenalevica,3250119,2015,559,54324,10589,6408
zdruzenalevica,3250119,2016,597,43303,12369,5929
zdruzenalevica,3250119,2017,593,69113,13925,13579
zdruzenalevica,3250119,2018,837,116943,24389,29532
zdruzenalevica,3250119,2019,776,149497,33280,44883
zdruzenalevica,3250119,2020,1688,898352,152371,287331
zentrumspartei,6329469,2012,19,31,5,3
zentrumspartei,6329469,2013,76,179,73,52
zentrumspartei,6329469,2014,21,23,3,1
zentrumspartei,6329469,2015,9,18,5,6
zentrumspartei,6329469,2016,35,160,42,16
zentrumspartei,6329469,2017,54,558,118,126
zentrumspartei,6329469,2018,31,468,73,150
zentrumspartei,6329469,2019,30,451,124,137
zentrumspartei,6329469,2020,36,471,177,49
zentrumspartei,6329469,2021,6,109,24,10
zivizidd,848784,2012,57,403,467,64
zivizidd,848784,2013,3289,70600,22668,10311
zivizidd,848784,2014,4240,756906,106707,97132
zivizidd,848784,2015,5202,1982234,229124,197697
zivizidd,848784,2016,2859,2171468,291607,197365
zivizidd,848784,2017,1599,884393,118942,123561
zivizidd,848784,2018,1579,802262,144829,106235
zivizidd,848784,2019,1342,559966,75473,83016
zivizidd,848784,2020,916,191969,36377,45620
zmenazdola,8819354,2011,6,6,4,5
zmenazdola,8819354,2012,467,3406,1039,1178
zmenazdola,8819354,2013,426,633,341,151
zmenazdola,8819354,2014,49,143,102,29
zmenazdola,8819354,2015,37,78,6,10
zmenazdola,8819354,2016,32,126,53,28
zmenazdola,8819354,2017,43,121,36,9
zmenazdola,8819354,2018,58,258,53,39
zmenazdola,8819354,2019,92,411,90,139
zmenazdola,8819354,2020,78,314,41,86
zmenazdola,8819354,2021,12,21,0,11
zzrsamoobrona,8401402,2016,20,28,35,3
zzrsamoobrona,8401402,2017,10,47,16,6
zzrsamoobrona,8401402,2018,12,16,16,31
zzrsamoobrona,8401402,2019,69,429,258,32
zzrsamoobrona,8401402,2020,82,941,366,136
zzrsamoobrona,8401402,2021,14,97,80,33
NA,7518396,2018,1,4,0,0
NA,12065156,2015,1,3,1,1
NA,12065156,2016,34,24,101,2
NA,12065156,2017,81,32,6,0
NA,12065156,2018,202,436,102,53
NA,12065156,2019,90,768,420,134
NA,12065156,2020,16,69,13,6
NA,12065165,2017,70,748,201,137
NA,12065165,2018,141,2139,948,425
NA,12065165,2019,359,29272,14297,4985
NA,12065165,2020,256,12777,5247,2275
NA,12065166,2012,23,5,25,1
NA,12065166,2013,148,74,272,1
NA,12065166,2014,234,49,286,2
NA,12065166,2015,12,4,16,1
NA,12065169,2015,564,39458,22189,3182
NA,12065169,2016,38,2319,1074,257
NA,12065169,2017,1,20,0,5
NA,12065169,2018,1,25,4,12
NA,12065169,2019,15,310,143,50
NA,12065169,2020,1,15,2,0
NA,12065178,2019,2,0,0,0
NA,12065181,2014,72,135,115,3
NA,12065181,2015,278,388,532,22
NA,12065181,2016,204,287,206,12
NA,12065181,2017,99,137,47,5
NA,12065181,2018,54,85,96,4
NA,12065181,2019,15,16,2,0
NA,12065181,2020,15,11,1,0
NA,12065190,2018,30,109,114,19
NA,12065190,2019,11,29,5,1
NA,12065194,2012,171,32,2,12
NA,12065194,2013,350,75,34,64
NA,12065194,2014,435,302,3,28
NA,12065194,2015,293,141,11,20
NA,12065194,2016,62,32,16,17
NA,12065194,2017,30,11,0,14
NA,12065194,2018,121,50,15,37
NA,12065194,2019,243,21,6,9
NA,12065194,2020,480,24,13,17
NA,12065197,2018,2,0,0,0
NA,12065205,2012,33,265,173,46
NA,12065205,2013,2,5,2,1
NA,12065212,2014,512,56965,7918,4055
NA,12065212,2015,161,8660,1187,906
NA,12065212,2019,103,2803,805,355
NA,12065212,2020,739,27397,9673,5075
