country,name_short,partyfacts_id,name_english_x,page_id,handle,country_left,year_first,year_last,share,share_year,see_comments,data_collected,active_2010_or_after,facebook_handle_found,twitter_handle_TF,twitter_handle,D_comments,J_comments,T_comments
BGR,M21,3200,Movement 21,NA,D21Bulgaria,Bulgaria,2014,2014,1.2,2014,,FALSE,TRUE,TRUE,FALSE,,No luck with locating a Twitter handle,,
BGR,Volya,5863,Will,NA,VolyaZaRazvitie,Bulgaria,2017,9999,4.3,2017,x,FALSE,TRUE,TRUE,FALSE,,"They have the icon for Twitter on their offical website but it just redirects back to the main page, nothing came up in searches",,
HRV,HKDS,5458,Croatian Christian Democratic Party,NA,demokrscanihds,Croatia,2009,9999,3,1992,,FALSE,TRUE,TRUE,TRUE,HdsHrvatska,Link on their offical website just takes you back to Twitter but I found this when searching!,,
HRV,CL-LP,3143,Croatian Labourists ‚Äì Labour Party,NA,laburisti,Croatia,2010,9999,4.2,2011,,FALSE,TRUE,TRUE,TRUE,LaburistiHR,,,
HRV,HSU,2062,Croatian Party of Pensioners,NA,hrvatskastrankaumirovljenika,Croatia,1996,9999,4.1,2003,,FALSE,TRUE,TRUE,FALSE,,,,
HRV,HSP-1861,3142,Croatian Party of Right of 1861,NA,IstinskiPravasi,Croatia,1995,9999,1.1,2000,,FALSE,TRUE,TRUE,FALSE,,,,
HRV,HSP-AS,3706,Croatian Party of Rights -- Dr. Ante Starcevic,NA,hspAnteStarcevic,Croatia,2009,9999,0.6,2011,,FALSE,TRUE,TRUE,FALSE,,,,
HRV,HSLS,214,Croatian Social Liberal Party,NA,LiberaliHSLS,Croatia,1989,9999,4.1,2003,,FALSE,TRUE,TRUE,TRUE,LiberaliHSLS ,,,
HRV,IDS,513,Istrian Democratic Assembly,NA,idsddi,Croatia,2000,9999,1.5,2007,,FALSE,TRUE,TRUE,TRUE,IDSDDI,,,
HRV,AM,3136,Youth Action,NA,akcijamladih,Croatia,2005,9999,1.5,2013,,FALSE,TRUE,TRUE,TRUE,AkcijaMladih,,,
CZE,KAN,2142,Club of committed Non-Party Members,NA,KANoficialni,Czech Republic,1990,9999,2.7,1992,,FALSE,TRUE,TRUE,FALSE,,,,
CZE,CSSD,177,Czech Social Democratic Party,NA,cssdcz,Czech Republic,1990,9999,32.3,2006,,FALSE,TRUE,TRUE,TRUE,CSSD,,,
CZE,LIDEM,1127,LIDEM,NA,stranakonzervativnipravice,Czech Republic,2012,9999,4,2012,x,FALSE,TRUE,TRUE,FALSE,,"Ok so this one is kind of a trip.... according to Wiki, LIDEM changed its name to Order of the Nation, which is Rad Naroda(RN) in czech.  Looks like they've since added conservative right party to their name, which is where the FB handle comes from (conservative right party in czech + rad naroda = SKP RN)",,
CZE,SNK-ED,751,SNK European Democrats,NA,snked,Czech Republic,2004,9999,2.8,2002,,FALSE,TRUE,TRUE,FALSE,,,,
CZE,S-JB,293,Sovereignty ‚Äì Jana Bobosikova Bloc,NA,ceskasuverenita,Czech Republic,2009,9999,3.7,2010,,FALSE,TRUE,TRUE,FALSE,,,,
CZE,H,7337,Voice,NA,hnutihlas,Czech Republic,2019,2019,2.4,2019,,FALSE,TRUE,TRUE,TRUE,hnutihlas,,,
DNK,Siumut,6651,Forward,NA,partiisiumut,Denmark,1971,9999,5.6,1979,,FALSE,TRUE,TRUE,FALSE,,,,
DNK,SK,7338,Hard Line,NA,StramKurs,Denmark,2017,9999,1.8,2019,,FALSE,TRUE,TRUE,FALSE,,,,
DNK,LA,212,[New] Liberal Alliance,NA,LiberalAlliance,Denmark,2007,9999,7.4,2015,,FALSE,TRUE,TRUE,FALSE,,,,
EST,ER,821,Estonian Reform Party,NA,reformierakond,Estonia,1994,9999,28.6,2011,,FALSE,TRUE,TRUE,TRUE,reformikad,,,
EST,EV,3271,Free Party,NA,eestivabaerakond,Estonia,2014,9999,8.7,2015,x,FALSE,TRUE,TRUE,FALSE,,Recently merged with the Estonian biodiversity party to make the Estonian Party For the Future,,
EST,ERL,110,People's Union of Estonia,NA,eestimaa.rahvaliit.3,Estonia,2000,2012,13,2003,x,FALSE,TRUE,TRUE,TRUE,rahvaliitlane,"From Wiki -  on 24 March 2012, the party merged with the Estonian Patriotic Movement into the Conservative People's Party of Estonia, so it's no longer a party.  ",,
FIN,SKP,7030,Communist Party of Finland,NA,suomenkommunistinenpuolue,Finland,1984,9999,11.2,1995,,FALSE,TRUE,TRUE,TRUE,Kommunistit,,,
FIN,KOK,495,National Coalition Party,NA,kokoomus,Finland,1927,9999,23.1,1987,,FALSE,TRUE,TRUE,TRUE,kokoomus,,,
FIN,UV/SIN,5859,New Alternative / Blue Reform,NA,SininenTulevaisuusRp,Finland,2017,9999,1,2019,,FALSE,TRUE,TRUE,TRUE,SinisetRp,,,
FRA,AC,1177,Centrist Alliance,NA,alliancecentriste,France,2009,9999,0.6,2012,,FALSE,TRUE,TRUE,TRUE,AllianceC,,,
FRA,MDC/PR,3156,Citizens' Movement / Republican Alliance,NA,mouvementrepublicainetcitoyen,France,1993,9999,2.8,1997,,FALSE,TRUE,TRUE,TRUE,MRC_France,,,
FRA,MoDem,496,Democratic Movement,519719,mouvementdemocrate,France,2007,9999,7.6,2007,,FALSE,TRUE,TRUE,TRUE,MoDem,,,
FRA,Gs,7342,"Generation.s, the movement",NA,GenerationsLeMvt,France,2017,9999,3.3,2019,,FALSE,TRUE,TRUE,TRUE,GenerationsMvt,,,
FRA,NC,1255,New Centre,NA,LesCentristesFr,France,2007,9999,2.4,2007,,FALSE,TRUE,TRUE,TRUE,LesCentristes_,,,
FRA,PR,14,Radical [Socialist] Party,NA,Parti radical,France,1901,2017,28.5,1906,x,FALSE,TRUE,TRUE,FALSE,,"This party and the radical party of the left (row 198) had merger negotiations in 2017 that kind of fell apart - this party got some members of radical party of the left and a name change, while radical party of the left dissolved, and was later resurrected ",,
DEU,BP,61,Bavarian Party,NA,Bayernpartei,Germany,1946,9999,4.2,1949,,FALSE,TRUE,TRUE,TRUE,Bayernpartei,,,
DEU,CDU,1375,Christian Democratic Union,NA,CDU,Germany,1949,9999,39.7,1957,,FALSE,TRUE,TRUE,TRUE,CDU,,,
DEU,CDU/CSU,211,Christian Democratic Union / Christian Social Union,NA,cducsubundestagsfraktion,Germany,1949,9999,50.2,1957,,FALSE,TRUE,TRUE,TRUE,cducsubt,,,
GRC,SYN,516,Coalition of the Left,NA,synaspismosGR,Greece,1989,2013,13.1,1989,,FALSE,TRUE,TRUE,TRUE,Synaspismos,,,
GRC,E-OAD,7346,"Greece, the Other Way",NA,elladaoallosdromos,Greece,2017,9999,1.2,2019,,FALSE,TRUE,TRUE,FALSE,,,,
GRC,KIDISO,3212,Movement of Democratic Socialists,NA,KinimaDimokratonSosialiston,Greece,2015,9999,2.5,2015,,FALSE,TRUE,TRUE,TRUE,tokinima,,,
GRC,KEK,2508,Party of Greek Hunters,NA,kommaellinonkinigon,Greece,1990,9999,1.3,2009,,FALSE,TRUE,TRUE,FALSE,,,,
HUN,KDNP,1412,Christian Democratic People's Party,NA,kdnphu,Hungary,1944,9999,7,1994,,FALSE,TRUE,TRUE,TRUE,kdnphu,,,
HUN,PM,3115,Dialogue for Hungary,NA,parbeszedmagyarorszagert,Hungary,2013,9999,7.2,2014,,FALSE,TRUE,TRUE,TRUE,parbeszedPM,This is the handle listed on their offical website but Twitter says the account doesn't exist.  Nothing else came up in searches,,
HUN,LMP,1650,Politics Can Be Different,NA,lehetmas,Hungary,2010,9999,7.5,2010,,FALSE,TRUE,TRUE,TRUE,lehet_mas,,,
IRL,AAA / S,8242,Anti-Austerity Alliance / Solidarity,NA,solidarityie,Ireland,2014,9999,2,2016,,FALSE,TRUE,TRUE,TRUE,solidarityie,,,
IRL,SF,4,Sinn Fein (Provisional),NA,sinnfein,Ireland,1970,9999,9.9,2011,,FALSE,TRUE,TRUE,TRUE,sinnfeinireland,,,
IRL,SP,1448,Socialist Party,NA,SocialistPartyIreland,Ireland,1996,9999,1.2,2011,,FALSE,TRUE,TRUE,TRUE,SocialistParty,,,
IRL,ULA,1978,United Left Alliance,NA,UnitedLeftAlliance,Ireland,2010,2013,2.7,2011,x,FALSE,TRUE,TRUE,FALSE,,"This is not a political party but a political alliance. According to wiki The United Left Alliance (Irish: Comhaontas Aontaithe an Chlé)[2] was an electoral alliance of left-wing political parties and independent politicians in the Republic of Ireland, formed to contest the 2011 general election. The grouping originally consisted of three existing political parties, the Socialist Party, the People Before Profit Alliance (PBPA), and the Workers and Unemployed Action Group (WUAG),[3] as well as former members of the Labour Party.[4]",,
ITA,Art.1,8361,Article One,NA,Articolo1Modempro,Italy,2017,9999,1.3,2018,,FALSE,TRUE,TRUE,TRUE,articoloUnoMDP,,,
ITA,CPI,8244,CasaPound Italy,NA,casapounditalia,Italy,2003,9999,1,2018,x,FALSE,TRUE,TRUE,TRUE,CasaPoundItalia,"I found a FB handle from the offical website but it's dead - I linked it here in case it comes back up or something? This handle is linked all over their website, which is active, so I'm not sure what's going on there...",,"I actually collected some of these data using the old API, same with the BNP in the UK, so I can try to recover this"
ITA,SC,2281,Civic Choice,NA,SceltaCivica,Italy,2013,9999,8.3,2013,x,FALSE,TRUE,TRUE,FALSE,,"According to wiki: Following the 2018 Italian general election, the party was disbanded on 24 July 2019.  The only Twitter handles I could find were for local parties, not a 'main' party one",,
ITA,MSFT,1101,Fiamma Tricolore,NA,FiammaTricolore.official,Italy,1999,9999,2.5,2008,,FALSE,TRUE,TRUE,TRUE,fiammatricolore,,,
ITA,RI,8248,Italian Radicals,NA,radicali,Italy,2001,9999,2.6,2006,,FALSE,TRUE,TRUE,TRUE,Radicali,,,
ITA,PRI,394,Italian Republican Party,NA,PartitoRepubblicanoItalianoOFFICIAL,Italy,1895,9999,6.2,1900,,FALSE,TRUE,TRUE,FALSE,,"The only Twitter handle I could find was for the Rome section, not the offical party page ",,
ITA,IdV,768,List Di Pietro -- Italy of Values,NA,idvitalia,Italy,2001,9999,4.5,2008,,FALSE,TRUE,TRUE,FALSE,,"The only Twitter handles I could find were for local parties, not a 'main' party one",,
ITA,PP,772,Pensioners' Party,NA,famigliapensionati,Italy,1987,9999,1.2,2004,,FALSE,TRUE,TRUE,TRUE,part_pensionati,,,
ITA,FiD,2279,Stop the Decline,NA,fermareildeclino,Italy,2013,2015,1.1,2013,x,FALSE,TRUE,TRUE,TRUE,FermareDeclino,"This party disbanded around 2014 - Their Twitter redirects you to Basta Parole! , so maybe that's the new party?",,
ITA,IPdL,365,The People of Freedom,NA,IlPopolodellaLiberta2018,Italy,2009,2013,37.2,2008,,FALSE,TRUE,TRUE,FALSE,,"The only Twitter handles I could find were for local parties, not a 'main' party one",,
ITA,IEI,7671,Together,NA,insieme2018,Italy,2017,2018,0.6,2018,x,FALSE,TRUE,TRUE,TRUE,insieme2018,According to Wiki this is a progressive coalitiomn of parties,,
ITA,UDC,1758,Union of Christian and Centre Democrats,NA,UdcIta,Italy,2002,9999,6.8,2006,,FALSE,TRUE,TRUE,TRUE,UdcIta,,,
LVA,NsL,3193,For Latvia from the Heart,NA,NoSirdsLatvijaiRiga,Latvia,2014,9999,6.8,2014,x,FALSE,TRUE,TRUE,FALSE,,This party disbanded in 2018. ,,
LVA,ZZS,701,Green and Farmers' Union,NA,ZalounZemniekuSavieniba,Latvia,2002,9999,20.1,2010,,FALSE,TRUE,TRUE,FALSE,,,,
LVA,LKS/RSL,5657,Latvian Russian Union,NA,rusojuz,Latvia,2007,9999,1.6,2014,x,FALSE,TRUE,TRUE,FALSE,,"According to Wiki, For Human Rights in United Latvia (Row 337) changed its name to the Latvian russion Union  in 2014",,
LVA,TP,1755,People's Party,NA,Tautaspartija,Latvia,1998,2011,21.2,1998,x,FALSE,TRUE,TRUE,FALSE,,This party disbanded in 2011,,
LVA,NA,7619,National Alliance,NA,NacionalaApvieniba,Latvia,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,VL_TBLNNK,"According to Wiki all for latvia (Row 332) , and  For Fatherland and Freedom Party (Row 336) merged in 2011 to form the National Alliance .  This party wasn't on this sheet initally but it is listed in Partyfacts, so I've added it here",,
AUT,,-99999999,,12065196,EuropaAnders,Austria,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,EuropaAnders,,"This appears to be a coalition between The KPÖ, the Pirate Party, Der Wandel (“The Change”) and non-partisan independents in Austria, which might be why it isn't on PartyFacts. Not sure we want to include this in the analysis?",
HRV,,-99999999,,12065175,mozemo.hr,Croatia,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,mozemoHR,,This is a green-left coalition for the EU parliament https://en.wikipedia.org/wiki/We_can!_(Croatia). Not sure if we want to use this. Not on PartyFacts,
HRV,,-99999999,,11959496,narodnakoalicija,Croatia,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,FALSE,,,"Centre-left coalition https://en.wikipedia.org/wiki/Restart_Coalition. Similar as above -- not sure if we want to use this, as it's not on PartyFacts. ",
HRV,,-99999999,,12065179,novaljevica.hr,Croatia,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,NLjevica,,https://en.wikipedia.org/wiki/New_Left_(Croatia) not sure why this isn't on PartyFacts...,
HRV,,-99999999,,12065157,hrsuverenisti,Croatia,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,suverenisti,,"This seems to be a coalition, too https://hr.wikipedia.org/wiki/Hrvatski_suverenisti_(koalicija) ",
CZE,,-99999999,,2181005,narodnidemokracie,Czech Republic,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,NarDemokracie,,"This appears to be a legitimate, euro-sceptical party in the Czech Republic https://en.wikipedia.org/wiki/National_Democracy_(Czech_Republic), so I'm not sure why it's not on PartyFacts...",
FRA,,-99999999,,6150681,resistonsfrance,France,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,ResistonsFrance,,This just appears to be the slogan of a 2017 presidential candidate in france https://en.wikipedia.org/wiki/Jean_Lassalle. The page is basically his campaign page. ,
FRA,,-99999999,,1524072,solidariteetprogres,France,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,SetP_officiel,,"Not sure why this isn't on PartyFacts, appears to be a legitimate party: https://fr.wikipedia.org/wiki/Solidarit%C3%A9_et_progr%C3%A8s",
DEU,,-99999999,,8375449,FamilienParteiDeutschlands,Germany,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,FALSE,,,"This is just a minor political party with elected officials in some areas, but seems legitimate and got almost .7% of the vote in the 2019 EU elections but have hardly received any votes in recent federal elections https://en.wikipedia.org/wiki/Family_Party_of_Germany",
GRC,,-99999999,,7714779,plefsieleftherias,Greece,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,pl_eleftherias,,Party founded in 2016: https://en.wikipedia.org/wiki/Course_of_Freedom. Not sure why it's not on PartyFacts,
GRC,,-99999999,,12065182,PiratePartyGR,Greece,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,PiratepartyGR,,Seems like a legitimate party https://en.wikipedia.org/wiki/Pirate_Party_of_Greece but haven't received >1% of the vote ever so maybe that's why PartyFacts doesn't have it.,
GRC,,-99999999,,7317493,metopo,Greece,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,epamhellas,,"A legitimate party, was part of the coalition of ""NO"" with the Democratic Revival https://en.wikipedia.org/wiki/United_Popular_Front ",
GRC,,-99999999,,7317456,koinwnia,Greece,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,TRUE,koinwnia,,A legitimate party https://en.wikipedia.org/wiki/Society_%E2%80%93_Political_Party_of_the_Successors_of_Kapodistrias but maybe too small for PartyFacts to list it?,
GRC,,-99999999,,12065207,eek.trotskistes,Greece,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,FALSE,,,Another small but legitimate party https://en.wikipedia.org/wiki/Workers_Revolutionary_Party_(Greece),
HUN,,-99999999,,12065176,AHazaPartja,Hungary,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,FALSE,,,Another small but legitimate party https://en.wikipedia.org/wiki/Motherland_Party_(Hungary),
EST,TEE,429,Future’s Estonia Party,6329051,iseseisvuspartei,Estonia,NA,NA,NA,NA,x,TRUE,TRUE,TRUE,FALSE,,,"PartyFacts has the party's old name listed as its current one, but I believe these are the same https://en.wikipedia.org/wiki/Estonian_Independence_Party",
AUT,OVP,1329,Austrian People's Party,449876,Volkspartei,Austria,1945,9999,49.8,1945,,TRUE,TRUE,TRUE,TRUE,volkspartei,,,
AUT,FPO,463,Freedom Party of Austria,1182478,fpoe,Austria,1949,9999,26.9,1999,,TRUE,TRUE,TRUE,FALSE,,,"Their offical website links to @Schwarzer_Faden which doesn't seem to be an offical party twitter handle. Found this one @FPOE_TV thru searches, links to their YouTube page but does not appear to be 'official' ",
AUT,NEOS,1970,NEOS ‚Äì The New Austria,392511,NeosDasNeueOesterreich,Austria,2012,9999,5,2013,,TRUE,TRUE,TRUE,TRUE,neos_eu,,,
AUT,SPO,1384,Social Democratic Party of Austria,410804,Sozialdemokratie,Austria,1888,9999,51,1979,,TRUE,TRUE,TRUE,TRUE,SPOE_at,,,
AUT,GRUENE,1659,The Greens -- The Green Alternative,435967,diegruenenwien,Austria,1986,9999,12.4,2013,,TRUE,TRUE,TRUE,TRUE,gruenewien,,,
BEL,AGL-Gr,528,Agalev -- Green,306078,groen.be,Belgium,1979,9999,7,1999,,TRUE,TRUE,TRUE,TRUE,groen,,,
BEL,CD&V,604,Christian Democrats and Flemish,326605,cdenv,Belgium,2001,9999,13.2,2003,,TRUE,TRUE,TRUE,TRUE,cdenv,,,
BEL,VB,1968,Flemish Interest,326613,vlbelang,Belgium,2004,9999,12,2007,,TRUE,TRUE,TRUE,TRUE,vlbelang,,,
BEL,N-VA,36,New Flemish Alliance,334312,nieuwvlaamsealliantie,Belgium,2003,9999,20.3,2014,,TRUE,TRUE,TRUE,TRUE,de_NVA,,,
BEL,PVV-OVLD,49,Party of Liberty and Progress -- Open Flemish Liberals and Democrats,326610,openvld,Belgium,1971,9999,15.4,2003,,TRUE,TRUE,TRUE,TRUE,openvld,,,
BEL,Pp,639,People's Party,1525798,partipopulaireofficiel,Belgium,2010,9999,1.5,2014,,TRUE,TRUE,TRUE,TRUE,PartiPopulaire,Party very recently dissolved,,
BEL,MR,789,Reformist Movement,326611,MRbe,Belgium,2002,9999,12.5,2007,,TRUE,TRUE,TRUE,TRUE,MR_officiel,,,
BEL,PS,500,Socialist Party [Francophone],326609,psofficiel,Belgium,1978,9999,15.7,1987,,TRUE,TRUE,TRUE,TRUE,PSofficiel,,,
BEL,PVDA ‚Äì PTB,1753,Workers' Party of Belgium,350392,pvdabelgie,Belgium,1979,9999,8.6,2019,,TRUE,TRUE,TRUE,TRUE,pvdabelgie,,This appears to be the party's FB page in French: @ptbbelgique,
BGR,ABV,3187,Alternative for Bulgarian Revival,11959486,ABV.alternativa,Bulgaria,2014,9999,4.2,2014,,TRUE,TRUE,TRUE,TRUE,AbvOrg,,,
BGR,Attack,4798,Attack,1640892,ataka.pobeda,Bulgaria,2005,9999,4.5,2014,,TRUE,TRUE,TRUE,FALSE,,,,
BGR,BNG,2058,Bulgaria for Citizens Movement,12065202,GrajdaniNI,Bulgaria,2012,9999,3.3,2013,,TRUE,TRUE,TRUE,FALSE,,,,
BGR,BSP,757,Bulgarian Socialist Party,2038644,BulgarianSocialistParty,Bulgaria,1991,9999,47.2,1990,,TRUE,TRUE,TRUE,TRUE,BSP_Bulgaria,,,
BGR,BBZ,3188,Bulgaria without Censorship,12065168,bulgariabezcenzurabs,Bulgaria,2014,9999,5.7,2014,,TRUE,TRUE,TRUE,FALSE,,,,
BGR,GERB,760,Citizens for European Development of Bulgaria,7609520,PPGERB,Bulgaria,2007,9999,39.7,2009,,TRUE,TRUE,TRUE,TRUE,PPGERB,,,
BGR,DSB,1195,Democrats for a Strong Bulgaria,7052408,dsb.bg,Bulgaria,2004,9999,6.4,2005,,TRUE,TRUE,TRUE,FALSE,,,,
BGR,IMRO,2056,IMRO -- Bulgarian National Movement,5558494,www.vmro.bg,Bulgaria,1989,9999,1.9,2013,,TRUE,TRUE,TRUE,FALSE,,,,
BGR,DPS,982,Movement for Rights and Freedoms,12065201,dps15.plewen,Bulgaria,1990,9999,14.8,2014,,TRUE,TRUE,TRUE,FALSE,,,,
