"","country","year","gdp_growth","pop_growth","pop","net_migr","unemp_nat","unemp_ilo","refugee","tax_gdp","income_l20","trade_gdp","gdp","internet_adoption","socialmedia","refugee_change","everyday_social_networks_imputed"
"1","BGR",2009,-2.722415576,-0.644281363,7444443,-6997,6.817,6.82,5375,18.58649864,6.8,92.6926456,6294.433392,45,NA,NA,12.6713118608626
"2","BGR",2010,2.226078677,-0.658275447,7395599,-8686,10.279,10.28,5519,17.87143156,6.3,103.3805223,6434.552431,46.23,18.3,144,18.3
"3","BGR",2011,2.746910765,-0.641228921,7348328,-11262,11.26,11.26,5676,17.88271515,6.4,117.4181039,6611.303845,47.97999305,18.2,157,18.2
"4","BGR",2012,1.334066,-0.579220596,7305888,-13770,12.27,12.27,2273,18.38533526,6.2,123.9713227,6699.503001,51.89998767,22.1,-3403,22.1
"5","BGR",2013,0.015418847,-0.559647217,7265115,-15243,12.941,12.94,4305,19.68628224,5.7,129.688683,6700.535988,53.0615,22.1,2032,22.1
"6","BGR",2014,1.524868111,-0.568389264,7223938,-15527,11.424,11.42,11026,19.56662077,6,130.2679914,6802.710324,55.49,31,6721,31
"7","BGR",2015,4.059411408,-0.638069468,7177991,-15356,9.143,9.14,16543,20.07780364,5.3,126.7355247,7078.860323,56.65625161,32.1,5517,32.1
"8","BGR",2016,3.751778785,-0.701382098,7127822,-14947,7.575,7.57,17794,20.33302996,5.4,122.8538796,7344.443503,59.82554766,32.2,1251,32.2
"9","BGR",2017,3.499175549,-0.730443175,7075947,-13560,6.164,6.16,19166,20.52322466,5.7,129.7397435,7601.438474,63.41010138,43.7,1372,43.7
"10","BGR",2018,3.439130063,-0.722080405,7025037,-12115,5.212,5.21,19906,19.91268917,5.7,128.9016126,7862.86183,64.78201069,46.88,740,46.88
"11","BGR",2019,4.770081953,-0.703905641,6975761,-11439,4.23,4.23,20438,20.48281509,5.7,124.6887012,8237.926783,67.94698094,46.8,532,46.8
"12","BGR",2020,-3.387987666,-0.600241518,6934015,-9902,5.125,5.12,21113,20.27821334,6.1,110.3285937,7958.82684,70.16248359,NA,675,45.1099609826127
"13","ROU",2009,-4.726982601,-0.833088755,20367487,-129392,6.859,6.86,1065,15.27283015,6,58.47283377,7921.220019,36.6,NA,NA,10.8404173017689
"14","ROU",2010,-3.328750364,-0.593959184,20246871,-112173,6.959,6.96,1019,16.24268072,5.7,69.83323164,7657.542379,39.93,11.8,-46,11.8
"15","ROU",2011,5.032437581,-0.491866213,20147528,-47867,7.177,7.18,1003,17.21630311,5.5,76.14260683,8042.90342,40.00999678,13.2,-16,13.2
"16","ROU",2012,2.379752336,-0.445177936,20058035,-21485,6.794,6.79,1263,17.15721394,5.3,76.53923335,8234.304602,45.87999425,17.9,260,17.9
"17","ROU",2013,0.642981501,-0.371323063,19983693,-13890,7.096,7.1,1747,17.76146056,5,81.40162118,8287.249657,49.7645,21.8,484,21.8
"18","ROU",2014,4.511416855,-0.374575498,19908979,-20445,6.802,6.8,2171,17.93983163,4.9,83.37870793,8661.122035,54.08,28.4,424,28.4
"19","ROU",2015,3.646553566,-0.470052228,19815616,-49612,6.812,6.81,2581,18.918309,5.1,83.52116278,8976.954489,55.76315563,30.2,410,30.2
"20","ROU",2016,3.449295219,-0.573660845,19702267,-64002,5.901,5.9,2880,17.1121252,5.6,85.89397864,9286.596151,59.50395129,35.6,299,35.6
"21","ROU",2017,8.823700768,-0.578007015,19588715,-58735,4.927,4.93,3911,15.58666386,5.3,87.15615667,10106.01761,63.74728218,36,1031,36
"22","ROU",2018,6.653765808,-0.587493307,19473970,-57865,4.187,4.19,4134,14.38335468,5.4,86.4706703,10778.44835,70.68127793,41.56,223,41.56
"23","ROU",2019,4.401721366,-0.526814822,19371648,-25453,3.912,3.91,3860,14.5605552,5.7,84.50306102,11252.88562,73.65747575,41.4,-274,41.4
"24","ROU",2020,-3.145541561,-0.550759893,19265250,-12724,5.035,5.03,3581,14.18428627,5.6,78.05911338,10898.92142,78.45526895,NA,-279,41.202505279165
"25","IRL",2009,-6.054811966,1.015663276,4535375,-18556,12.609,12.61,9561,22.06237631,7.7,173.5914943,45729.90323,67.38,NA,NA,15.7898355103435
"26","IRL",2010,1.130424127,0.544884384,4560155,-27110,14.534,14.53,9099,21.83998659,7.6,189.925491,46246.84509,69.85,23.8,-462,23.8
"27","IRL",2011,0.84005622,0.436072439,4580084,-26351,15.354,15.35,8234,21.84251898,7.4,187.7111148,46635.34459,74.88997297,18.9,-865,18.9
"28","IRL",2012,-0.551990987,0.423743803,4599533,-22002,15.451,15.45,6309,22.51982211,7.5,191.8803821,46377.92169,76.91999254,30.9,-1925,30.9
"29","IRL",2013,0.643273343,0.526556159,4623816,-12015,13.735,13.73,5991,22.93126264,7.3,189.4236569,46676.25849,78.2477,36.2,-318,36.2
"30","IRL",2014,8.036357886,0.731001377,4657740,714,11.858,11.86,5832,23.07500006,7.9,201.8464456,50427.32967,83.49172234,42.8,-159,42.8
"31","IRL",2015,23.30469344,0.944845307,4701957,13130,9.908,9.91,6108,18.73239059,8,214.9959338,62179.26427,83.49479167,47.6,276,47.6
"32","IRL",2016,0.623252101,1.128834064,4755335,18978,8.374,8.37,5720,19.0785261,7.9,228.1436007,62566.79784,83.5,51.3,-388,51.3
"33","IRL",2017,8.127668762,1.088675561,4807388,29200,6.713,6.71,6394,18.20253703,8.4,219.4401359,67652.01992,84.11400706,49,674,49
"34","IRL",2018,7.134773397,1.238875453,4867316,33647,5.741,5.74,6012,18.04038895,8.7,216.5390869,72478.83824,87.00014011,53.49,-382,53.49
"35","IRL",2019,3.867450639,1.367626954,4934340,29113,4.95,4.95,7795,17.7130082,8.6,252.495272,75281.92153,87.00005524,52,1783,52
"36","IRL",2020,5.525612348,1.029110503,4985382,15320,5.623,5.62,9035,16.20007409,9,247.0597188,79441.70868,91.99989097,NA,1240,50.4429784045385
"37","GBR",2009,-5.333719394,0.75639086,62276270,284800,7.537,7.54,269355,24.17287684,7.2,55.00438403,41709.96617,83.56,NA,NA,19.5967810543395
"38","GBR",2010,1.440384158,0.783888647,62766365,281588,7.787,7.79,238133,25.27327356,7.5,59.27277497,42310.74991,85,25.5,-31222,25.5
"39","GBR",2011,0.357726636,0.781506562,63258810,277521,8.038,8.04,193494,25.82422606,7.6,63.56540097,42462.10673,85.37999855,27.1,-44639,27.1
"40","GBR",2012,0.809511842,0.695353132,63700215,272601,7.885,7.88,149790,25.08719361,7.6,62.22598273,42805.84252,87.47999842,34.1,-43704,34.1
"41","GBR",2013,1.112855643,0.669740536,64128273,268067,7.525,7.52,126036,25.12011883,7.7,61.99911191,43282.20975,89.8441,38.4,-23754,38.4
"42","GBR",2014,2.438574405,0.736463979,64602298,261389,6.11,6.11,117226,24.86520907,7.5,59.09480412,44337.67864,91.61,40.9,-8810,40.9
"43","GBR",2015,1.413498683,0.792367506,65116219,254218,5.301,5.3,123051,25.0491664,7.5,57.20354969,44964.39114,92.00029987,44.8,5825,44.8
"44","GBR",2016,1.15154933,0.757874493,65611593,246940,4.81,4.81,118973,25.4399755,7.4,59.70039841,45482.17829,94.77580063,53.4,-4078,53.4
"45","GBR",2017,1.960020994,0.679374474,66058859,239014,4.33,4.33,121821,25.58226194,7.5,63.12165003,46373.63853,90.42455049,53,2848,53
"46","GBR",2018,0.791214735,0.605929132,66460344,230577,3.996,4,126708,25.53091942,7.3,64.54264825,46740.55359,90.69200899,53.26,4887,53.26
"47","GBR",2019,1.069833349,0.564131113,66836327,221179,3.737,3.74,133083,25.08893555,7.3,64.66513364,47240.59962,92.51662855,52.6,6375,52.6
"48","GBR",2020,-10.68716802,0.365758264,67081234,211063,NA,4.472,132304,24.80050259,7.6,58.77455938,42191.91737,94.81820132,NA,-779,50.3051950025237
"49","AUT",2009,-4.016340042,0.26195319,8343323,17121,5.371,5.3,38895,25.22516524,7.7,87.06223097,42655.19213,73.45,NA,NA,19.3056636562307
"50","AUT",2010,1.592577128,0.2403943,8363404,22786,4.883,4.82,42613,25.28163551,8,99.01979624,43334.50896,75.17,14.3,3718,14.3
"51","AUT",2011,2.576448318,0.337080842,8391643,31665,4.637,4.56,47055,25.42798528,7.8,105.1027886,44451.00019,78.7399931,19.7,4442,19.7
"52","AUT",2012,0.222450577,0.455937472,8429991,44891,4.909,4.87,51707,25.92819764,7.8,105.1521774,44549.8817,80.02999392,21,4652,21
"53","AUT",2013,-0.562298943,0.589387255,8479823,56494,5.367,5.34,55575,26.41517309,8.1,104.0664141,44299.37818,80.6188,21,3868,21
"54","AUT",2014,-0.122370667,0.781541633,8546356,74263,5.674,5.62,60724,26.41789831,8,103.5035353,44245.16874,80.99582496,32.4,5149,32.4
"55","AUT",2015,-0.11154019,1.120992502,8642699,115125,5.802,5.72,72198,26.82616742,7.9,102.4273154,44195.81759,83.94014193,28.1,11474,28.1
"56","AUT",2016,0.89246914,1.081396299,8736668,66282,6.064,6.01,93242,25.41916923,7.7,100.9820783,44590.25163,84.32374257,34.6,21044,34.6
"57","AUT",2017,1.550724086,0.694621104,8797566,45573,5.561,5.5,115252,25.42222618,8,104.9388449,45281.7234,87.93558659,42.7,22010,42.7
"58","AUT",2018,1.92771306,0.487071925,8840521,35404,4.933,4.85,128779,25.41750212,7.9,107.9236395,46154.6251,87.47913723,41.68,13527,41.68
"59","AUT",2019,1.000406953,0.444673639,8879920,41105,4.56,4.49,135951,25.58283492,7.9,107.8925146,46616.35917,87.75220479,41.7,7172,41.7
"60","AUT",2020,-7.019825952,0.415176732,8916864,20314,5.201,5.36,141816,24.4151398,7.9,99.70829518,43343.9719,87.52942813,NA,5865,42.2967450150569
"61","BEL",2009,-2.80592074,0.804599573,10796493,53385,7.908,7.91,15536,23.78146279,8.5,135.4060405,39025.22079,74.54414555,NA,NA,17.5793055666738
"62","BEL",2010,1.928764196,0.913639392,10895586,54611,8.293,8.29,17891,24.46824242,8.6,149.9976731,39777.92528,77.63978551,21.6,2355,21.6
"63","BEL",2011,0.38003457,1.301002902,11038264,55511,7.14,7.14,22396,24.93665681,8.6,161.4937237,39929.09514,81.609996,20.5,4505,20.5
"64","BEL",2012,0.116402578,0.620163579,11106932,56227,7.542,7.54,22023,25.82414125,8.7,160.7460302,39975.57364,80.71999055,27.8,-373,27.8
"65","BEL",2013,-0.013148386,0.471340144,11159407,56755,8.425,8.43,25617,26.19084708,8.6,157.850845,39970.3175,82.1702,31.2,3594,31.2
"66","BEL",2014,1.128595725,0.443929288,11209057,57103,8.523,8.52,29170,26.13452545,8.6,158.7832159,40421.42079,85,36.7,3553,36.7
"67","BEL",2015,1.451893368,0.579446242,11274196,57008,8.482,8.48,35302,24.35453781,8.6,154.1925465,41008.29672,85.05294175,36.5,6132,36.5
"68","BEL",2016,0.755268919,0.506300002,11331422,56781,7.83,7.83,42158,22.84232918,8.6,157.665026,41318.01964,86.51647666,42,6856,42
"69","BEL",2017,1.228866236,0.385228018,11375158,56248,7.086,7.09,42158,23.44825897,8.7,165.3258363,41825.76283,87.67968082,48.8,0,48.8
"70","BEL",2018,1.330652227,0.455184695,11427054,55439,5.948,5.95,42158,24.00856601,8.9,166.4947871,42382.31828,88.647343,43.64,0,43.64
"71","BEL",2019,1.689753689,0.540461327,11488980,54395,5.36,5.36,61662,22.63411049,9,164.1662151,43098.47506,90.27542801,43,19504,43
"72","BEL",2020,-5.668223544,0.430996815,11538604,53428,5.555,5.55,64973,22.01193842,9.4,155.2634338,40655.55715,91.52641629,NA,3311,42.268753716575
"73","HRV",2009,-7.120409336,-0.105027517,4305181,-3675,9.202,9.2,1240,19.39641302,6.9,69.95919519,12055.84559,50.58,NA,NA,13.9138875044773
"74","HRV",2010,-1.018815391,-0.226821271,4295427,-5624,11.62,11.62,933,19.45787776,6.9,72.83996951,11933.01878,56.55,24.3,-307,24.3
"75","HRV",2011,0.262629793,-0.345264228,4280622,-8241,13.678,13.68,818,18.87212065,6.9,77.97085482,11964.35844,57.78997899,25.4,-115,25.4
"76","HRV",2012,-2.040946255,-0.305655945,4267558,-10440,15.935,15.93,722,19.41865802,6.9,79.27346947,11720.17232,61.93997315,25.9,-96,25.9
"77","HRV",2013,-0.119003006,-0.278509063,4255689,-11833,17.251,17.25,679,19.92719786,7.1,81.403017,11706.22496,66.7476,29.2,-43,29.2
"78","HRV",2014,-0.019187099,-0.407343185,4238389,-12849,17.29,17.29,724,19.59870503,7.1,85.59664312,11703.97887,68.57,34.1,45,34.1
"79","HRV",2015,3.370931842,-0.824099164,4203604,-13408,16.175,16.18,517,20.49512207,7.3,90.90550966,12098.51203,69.84503592,37.6,-207,37.6
"80","HRV",2016,4.288081175,-0.698383457,4174349,-13569,13.103,13.1,300,20.97492198,7.3,92.37994969,12617.30604,72.69726967,35.1,-217,35.1
"81","HRV",2017,4.648482011,-1.200610165,4124531,-13654,11.208,11.21,508,21.13563071,7.4,97.43566696,13203.81924,67.09619204,40,208,40
"82","HRV",2018,3.743125706,-0.893486928,4087843,-13171,8.432,8.43,787,20.90644298,7.8,99.36501737,13698.0548,75.29462599,44.13,279,44.13
"83","HRV",2019,3.974293299,-0.554146739,4065253,-12480,6.617,6.62,916,21.07503607,8,101.3752387,14242.45567,79.07978368,44.1,129,44.1
"84","HRV",2020,-8.194573488,-0.433210221,4047680,-11592,7.507,7.51,956,20.06251579,7.9,89.84831075,13075.34717,78.32090004,NA,40,43.0480877673784
"85","CZE",2009,-5.198981919,0.569729451,10443936,31317,6.662,6.66,2299,13.57022193,9.6,112.7972445,16160.62056,64.43,NA,NA,12.7596540940531
"86","CZE",2010,2.136880484,0.291361674,10474410,34805,7.281,7.28,2424,13.65075748,9.4,128.0289115,16505.9537,68.82,9.8,125,9.8
"87","CZE",2011,1.55018979,0.206747667,10496088,16409,6.712,6.71,2424,14.52026341,9.3,137.8628189,16761.82731,70.49,18,0,18
"88","CZE",2012,-0.92373445,0.139925656,10510785,10308,6.979,6.98,2780,14.92876345,9.6,146.5288566,16606.99254,73.43000782,20.7,356,20.7
"89","CZE",2013,-0.079052895,0.033169946,10514272,-1553,6.953,6.95,2966,15.08116108,9.4,146.422417,16593.86423,74.1104,23.4,186,23.4
"90","CZE",2014,2.154500479,0.105277582,10525347,5009,6.108,6.11,3129,14.42965406,9.7,157.5749822,16951.37912,74.23171164,24,163,24
"91","CZE",2015,5.181402654,0.196588748,10546059,5297,5.048,5.05,3640,14.76956046,9.7,155.1756635,17829.69832,75.6688387,28.3,511,28.3
"92","CZE",2016,2.340552261,0.192048416,10566332,-300,3.952,3.95,3640,14.91277755,10,150.5862673,18247.01173,76.4811987,33.3,0,33.3
"93","CZE",2017,4.889722042,0.265642664,10594438,2809,2.893,2.89,3640,15.00552855,10.2,150.5326525,19139.23988,78.71917285,32.1,0,32.1
"94","CZE",2018,2.875468527,0.334427262,10629928,3193,2.246,2.24,2186,14.83340329,10.2,147.9485233,19689.5827,80.68816754,40.65,-1454,40.65
"95","CZE",2019,2.624956267,0.393788864,10671870,4030,2.015,2.01,2054,14.76876967,10.1,141.7710237,20206.42564,80.86694441,40.6,-132,40.6
"96","CZE",2020,-5.732526894,0.243222682,10697858,3621,2.551,2.55,1919,14.36691503,9.8,133.1483198,19048.08685,81.33889705,NA,-135,38.9986898990712
"97","DNK",2009,-5.414013999,0.535079062,5523095,15469,6.409,6.41,20340,33.18383922,9.2,89.75503929,50457.23249,86.84,NA,NA,29.106323061527
"98","DNK",2010,1.419486631,0.444197155,5547683,17037,7.747,7.75,17907,32.73723667,9.3,94.09997689,51173.46616,88.72,34.1,-2433,34.1
"99","DNK",2011,0.920393685,0.411737855,5570572,18519,7.769,7.77,13386,32.75348927,9.4,101.2457955,51644.46351,89.81001339,37.4,-4521,37.4
"100","DNK",2012,-0.149916088,0.376272243,5591572,19732,7.798,7.8,11797,33.44639821,9.3,103.2409703,51567.04015,92.26001172,43.6,-1589,43.6
"101","DNK",2013,0.513424428,0.416901361,5614932,20779,7.384,7.38,13153,33.81975266,9.1,103.0501411,51831.79793,94.6297,48.6,1356,48.6
"102","DNK",2014,1.105433466,0.507053283,5643475,21670,6.925,6.93,17767,36.50029166,9.1,102.2639163,52404.76397,95.99,55,4614,55
"103","DNK",2015,1.622166258,0.70642385,5683483,22368,6.278,6.28,27312,33.92161906,9.4,104.0482284,53254.85637,96.33050162,58.8,9545,58.8
"104","DNK",2016,2.443368874,0.780392644,5728010,22859,5.989,5.99,33501,33.29505948,9.2,100.1688288,54556.06895,96.96778525,59,6189,59
"105","DNK",2017,2.162355113,0.643350904,5764980,23188,5.833,5.83,35668,33.39987958,9.1,102.9793899,55735.7649,97.09936216,59,2167,59
"106","DNK",2018,1.485085157,0.495838926,5793636,23337,5.131,5.13,36623,32.2352444,9.3,106.9749964,56563.48847,97.31920437,61.01,955,61.01
"107","DNK",2019,1.130657494,0.358130916,5814422,23305,5.018,5.02,37533,34.83404296,9.5,110.2248286,57203.02779,98.04643475,61,910,61
"108","DNK",2020,-2.70866842,0.291641177,5831404,23076,5.637,5.64,36643,34.45223411,9.4,103.7558813,55653.58745,96.54914573,NA,-890,59.5439421395188
"109","EST",2009,-14.46432838,-0.192768077,1334515,-1939,13.548,13.55,16,21.52102314,7.7,116.7647477,14205.39488,72.5,NA,NA,23.4211727453632
"110","EST",2010,2.678164039,-0.228057969,1331475,-3759,16.707,16.71,31,19.82395754,7.2,143.6782241,14585.83866,74.1,27.2,15,27.2
"111","EST",2011,7.589211665,-0.303582824,1327439,-3929,12.328,12.33,34,19.24387321,7.3,167.3919798,15692.78883,76.5,31.5,3,31.5
"112","EST",2012,3.59836216,-0.357944411,1322696,-3646,10.021,10.02,48,19.95207595,7.3,170.7599264,16257.4722,78.38992593,40.8,14,40.8
"113","EST",2013,1.820154161,-0.355891803,1317997,-2650,8.631,8.63,52,20.1672231,6.8,166.4528345,16553.38326,80.0043,42.3,4,42.3
"114","EST",2014,3.281874814,-0.262256175,1314545,-562,7.352,7.35,82,20.74737186,7,160.2414747,17096.64458,84.24152803,40,30,40
"115","EST",2015,1.786274694,0.06555253,1315407,4308,6.187,6.41,158,21.64006429,7.5,150.9371897,17402.03761,88.4097035,42.3,76,42.3
"116","EST",2016,3.125538305,0.029112226,1315790,1164,6.762,6.88,312,21.77469007,7.8,150.4086967,17945.94496,87.24023275,47.4,154,47.4
